number_of_uses,word,word_type
1,watersprings,NNS
1,minished,VBN
1,philistia,NNP
1,shaked,VBD
1,beauties,NNS
1,verity,NN
1,reverend,NN
1,trusting,VBG
1,ailed,VBD
1,benefits,NNS
1,forged,VBN
1,pits,NNS
1,usest,NN
1,shade,NN
1,compact,JJ
1,waketh,VBZ
1,plowers,NNS
1,mower,NN
1,prefer,VBP
1,strengthenedst,VB
1,downsitting,NN
1,compassest,JJS
1,fearfully,RB
1,curiously,RB
1,speaker,NN
1,grave’s,NULL
1,muse,VBP
1,affording,VBG
1,complaining,NN
1,satisfiest,JJS
1,relieveth,VBZ
1,hoarfrost,NN
1,ice,NN
1,openings,NNS
1,scorners,NNS
1,inclineth,NN
1,discord,NN
1,reproofs,NN
1,adultress,NN
1,solace,VB
1,dart,NN
1,witty,JJ
1,habitable,JJ
1,wrongeth,VBZ
1,refraineth,VBZ
1,smart,VB
1,suretiship,NN
1,procureth,NNS
1,winneth,VBZ
1,piercings,NNS
1,lip,NN
1,proclaimeth,JJ
1,seduceth,VBZ
1,pathway,NN
1,plucketh,NN
1,crib,NN
1,intermeddle,JJ
1,backslider,NN
1,stalled,JJ
1,appeaseth,JJ
1,preparations,NNS
1,pacify,VB
1,craveth,VBZ
1,whisperer,NN
1,enticeth,VBZ
1,disposing,NN
1,repeateth,VBZ
1,meddled,VBN
1,intermeddleth,VB
1,ignominy,JJ
1,sticketh,VBZ
1,closer,JJR
1,fretteth,NN
1,deferreth,VBZ
1,chaseth,VB
1,obscure,JJ
1,grey,JJ
1,blueness,NN
1,tend,VBP
1,scaleth,VBZ
1,borrower,NN
1,bountiful,JJ
1,sureties,NNS
1,eaters,NNS
1,drunkard,NN
1,glutton,NN
1,drowsiness,VB
1,redness,NN
1,stingeth,NNS
1,copied,VBD
1,apples,NNS
1,pictures,NNS
1,reprover,NN
1,refresheth,VBZ
1,unfaithful,JJ
1,singeth,VBZ
1,backbiting,NN
1,news,NN
1,causeless,NN
1,whip,NN
1,conceit,NN
1,meddleth,NNS
1,dissembleth,NN
1,rolleth,VBZ
1,hearty,JJ
1,rainy,JJ
1,mortar,NN
1,sweeping,JJ
1,shameth,VB
1,ranging,JJ
1,robbeth,VB
1,bloodthirsty,NN
1,agur,NNP
1,ithiel,NNP
1,horseleach,NN
1,pick,VB
1,ants,NNS
1,conies,NNS
1,spider,NN
1,strongest,JJS
1,churning,NN
1,wringing,NN
1,silk,NN
1,praiseth,VBZ
1,excellest,JJS
1,ecclesiastes,NNS
1,whirleth,VBZ
1,acquainting,VBG
1,requireth,VBP
1,downward,RB
1,foldeth,VBD
1,threefold,JJ
1,vowest,VBP
1,sadness,NN
1,crackling,NN
1,counting,VBG
1,discerneth,VB
1,discharge,NN
1,apothecary,JJ
1,stinking,VBG
1,endangered,VBN
1,droppeth,VBZ
1,observeth,VBZ
1,grinders,NNS
1,mourners,NNS
1,conclusion,NN
1,studs,NN
1,camphire,NN
1,rafters,NNS
1,banqueting,NN
1,skipping,VBG
1,powders,NNS
1,shenir,NNP
1,orchard,NN
1,honeycomb,NN
1,handles,NNS
1,nuts,NNS
1,fishpools,NNS
1,sucked,VBD
1,spiced,JJ
1,juice,NN
1,inclose,VB
1,putrifying,VBG
1,mollified,VBD
1,cottage,NN
1,purely,RB
1,converts,NNS
1,soothsayers,NNS
1,looks,NNS
1,loftiness,NN
1,moles,NNS
1,ragged,JJ
1,mincing,VBG
1,bravery,NN
1,changeable,JJ
1,suits,NNS
1,crisping,NN
1,stomacher,NN
1,acres,NNS
1,inflame,VB
1,seraphims,NNS
1,teil,NN
1,shearjashub,NNP
1,fainthearted,VBN
1,bee,NN
1,shiloah,NNP
1,associate,NNP
1,wizards,NNS
1,bestead,JJ
1,warrior,NN
1,confused,JJ
1,stoutness,NN
1,sycomores,NNS
1,snatch,VB
1,calno,NNP
1,standard-bearer,JJ
1,consumption,NN
1,madmenah,NNP
1,gebim,NNP
1,lop,VB
1,stem,NN
1,fatling,NN
1,comfortedst,NN
1,mustereth,VBP
1,constellations,NNS
1,satyrs,VB
1,feller,NN
1,weaken,IN
1,heights,NNS
1,besom,NN
1,mounting,VBG
1,dimon,NNP
1,sela,NNP
1,bewray,VBZ
1,kirhareseth,NNP
1,treaders,NNS
1,harvestman,NN
1,berries,NNS
1,desperate,JJ
1,rolling,JJ
1,eveningtide,JJ
1,bulrushes,NNS
1,ripening,VBG
1,sprigs,NNS
1,pruning,VBG
1,angle,NN
1,sluices,NNS
1,ponds,NNS
1,staggereth,NN
1,sargon,NNP
1,barefoot,NN
1,buttocks,NNS
1,dealer,NN
1,watchtower,NN
1,perplexity,NN
1,graveth,VBP
1,ball,NN
1,mart,NN
1,antiquity,NN
1,crowning,VBG
1,traffickers,NNS
1,treasured,VBN
1,taker,NN
1,giver,NN
1,languisheth,NN
1,merryhearted,VBN
1,lees,NNS
1,swimmeth,VBZ
1,disclose,VB
1,stayeth,VBZ
1,chalkstones,NNS
1,channel,NN
1,shorter,JJR
1,narrower,JJR
1,cummin,NN
1,offender,NN
1,bursting,NN
1,sherd,NN
1,beacon,NN
1,winnowed,VBN
1,shovel,NN
1,sieve,NN
1,tophet,NNP
1,defending,VBG
1,stammerers,NNS
1,stability,NN
1,surprised,VBD
1,munitions,NNS
1,stakes,NNS
1,galley,NN
1,gallant,VB
1,tacklings,NNS
1,bathed,VBN
1,unicorns,NNS
1,soaked,VBN
1,brambles,NNS
1,satyr,NN
1,screech,NN
1,vultures,NNS
1,hilkiah’s,NULL
1,asaph’s,NULL
1,weaver,NN
1,pining,VBG
1,undertake,NN
1,goodliness,NN
1,goldsmith,NN
1,circle,NN
1,youths,NNS
1,smootheth,VBZ
1,shittah,NN
1,produce,NNP
1,observest,JJS
1,blotteth,VBZ
1,delectable,JJ
1,fitteth,VBZ
1,cypress,NN
1,baketh,VBZ
1,frustrateth,VBZ
1,decayed,JJ
1,leaved,VBD
1,sunder,NN
1,potsherds,NNS
1,makers,NNS
1,carriages,NNS
1,lavish,VBP
1,heavily,RB
1,monthly,JJ
1,spanned,VBD
1,creditors,NNS
1,exile,NN
1,hasteneth,NN
1,shearers,NNS
1,widowhood,NN
1,waster,NN
1,commander,NN
1,enflaming,VBG
1,clifts,NNS
1,debase,NN
1,inhabiteth,VBZ
1,frowardly,RB
1,approaching,VBG
1,fist,NN
1,repairer,NN
1,muttered,VBD
1,hatch,VBP
1,webs,NNS
1,act,NN
1,conceiving,VBG
1,uttering,VBG
1,accordingly,RB
1,seed’s,NULL
1,nebaioth,NNP
1,acceptance,NN
1,bending,VBG
1,has,VBZ
1,exactors,NNS
1,planting,NN
1,decketh,VBZ
1,adorneth,VBZ
1,zion’s,NULL
1,upheld,VBD
1,lovingkindnesses,NNS
1,melting,NN
1,holier,JJR
1,inheritor,NN
1,rendereth,VBZ
1,dandled,VBN
1,abhorring,VBG
1,homeborn,VBN
1,tahapanes,NNPS
1,degenerate,NN
1,dromedary,JJ
1,traversing,VBG
1,snuffeth,VBZ
1,trimmest,NN
1,gaddest,JJS
1,whore’s,NULL
1,refusedst,NN
1,lightness,NN
1,watchers,NNS
1,sottish,JJ
1,clothest,JJS
1,deckest,JJS
1,rentest,NN
1,bewaileth,VBZ
1,evenings,NNS
1,neighed,VBN
1,belied,VBN
1,impoverish,VB
1,revolting,NN
1,overpass,VBP
1,grapegatherer,NN
1,stumblingblocks,NNS
1,roareth,NN
1,bellows,NNS
1,slidden,NN
1,rusheth,NN
1,stork,NN
1,snorting,NN
1,neighing,NN
1,physician,NN
1,gush,VB
1,glorieth,VBZ
1,commotion,NN
1,accustomed,VBN
1,calved,VBN
1,disgrace,VB
1,discontinue,NN
1,desperately,RB
1,hatcheth,VB
1,pastor,NN
1,woeful,JJ
1,straiten,VB
1,stocks,NNS
1,defaming,NN
1,familiars,NNS
1,native,JJ
1,closest,JJS
1,profaneness,JJ
1,taunt,NN
1,dispersions,NNS
1,azur,NNP
1,jeremiah’s,NULL
1,elasah,NNP
1,expected,JJ
1,villany,NN
1,engaged,VBD
1,dances,NNS
1,planters,NNS
1,rahel,NNP
1,bemoaning,VBG
1,unaccustomed,VBD
1,satiated,VBN
1,recompensest,VB
1,rechabites,NNP
1,winterhouse,NN
1,jehucal,NNP
1,fallest,JJS
1,irijah,NNP
1,jucal,NNP
1,rags,NNS
1,armholes,NNS
1,zedekiah’s,NULL
1,ephai,NNP
1,baalis,NNP
1,kareah,NNP
1,pharaohhophra,NNP
1,pharaohnecho,NNP
1,furbish,VB
1,stamping,NN
1,rumbling,NN
1,feebleness,NN
1,kiriathaim,NNP
1,misgab,NNP
1,skippedst,NN
1,hole’s,NULL
1,zoar,NNP
1,housetops,NNS
1,dismaying,NN
1,kerioth,NNP
1,gloriest,JJS
1,terribleness,NN
1,seized,VBD
1,merodach,NNP
1,bellow,VB
1,hindermost,NN
1,striven,RB
1,disquiet,VB
1,archer,NN
1,forborn,VBN
1,dwellingplace,NN
1,yell,VB
1,hamutal,NNP
1,caldrons,NNS
1,fillet,NN
1,diet,JJ
1,princess,NN
1,harts,NNS
1,prevaileth,VBZ
1,sighs,NNS
1,languished,VBD
1,swoon,NN
1,swooned,VBD
1,wormwood,NN
1,recall,VBP
1,quietly,RB
1,approveth,VBZ
1,trickleth,VBD
1,affecteth,NN
1,drewest,NN
1,comparable,JJ
1,monsters,NNS
1,ostriches,NNS
1,ruddy,NN
1,polishing,NN
1,blacker,JJR
1,pitiful,JJ
1,respected,VBD
1,orphans,NNS
1,peril,NN
1,remainest,NN
1,jehoiachin’s,NULL
1,infolding,VBG
1,calf’s,NULL
1,sparkled,VBD
1,burnished,JJ
1,flash,NN
1,stumbling-block,NN
1,pourtray,NN
1,cow’s,NULL
1,barber’s,NULL
1,buyer,NN
1,worst,JJS
1,lock,NN
1,foreheads,NNS
1,beryl,NN
1,mounted,VBD
1,appearances,NNS
1,daub,VBZ
1,daubing,VBG
1,sew,VB
1,pillows,NNS
1,promising,VBG
1,nativity,NN
1,supple,VB
1,lothing,NN
1,pouredst,VBZ
1,fornications,NNS
1,diminished,VBN
1,ordinary,JJ
1,imperious,JJ
1,scornest,JJS
1,hirest,JJS
1,wedlock,NN
1,fretted,VBD
1,lotheth,VBZ
1,pacified,VBD
1,cropped,VBD
1,willow,JJ
1,soil,NN
1,twigs,NNS
1,shedder,NN
1,cruelly,RB
1,sceptres,NNS
1,bamah,NNP
1,sighest,JJS
1,furbished,VBN
1,contemneth,VBZ
1,parting,NN
1,infamous,JJ
1,tales,NNS
1,lewdly,RB
1,violated,VBN
1,divining,VBG
1,gap,NN
1,furiously,RB
1,containeth,VBZ
1,sherds,NNS
1,paintedst,NN
1,stately,RB
1,playeth,VBZ
1,dispatch,VB
1,tire,NN
1,stable,JJ
1,revenged,VBD
1,engines,NNS
1,seafaring,VBG
1,masts,NNS
1,ashurites,NNP
1,benches,NNS
1,spreadest,JJS
1,elishah,NNP
1,gebal,NNP
1,lud,NNP
1,phut,NNP
1,gammadims,NNP
1,javan,NNP
1,chests,NNS
1,rowers,NNS
1,occupiers,NNS
1,pilots,NNS
1,sealest,JJS
1,pricking,NN
1,grieving,VBG
1,pathros,NNP
1,aven,NNP
1,pibeseth,NNP
1,tehaphnehes,NNP
1,roller,NN
1,nests,NNS
1,whale,NN
1,troubledst,VB
1,fouledst,VB
1,brandish,VB
1,watchman’s,NULL
1,fouled,VBN
1,pushed,VBD
1,sith,NN
1,tilled,VBN
1,devourest,JJS
1,bucklers,NNS
1,carelessly,RB
1,buriers,NNS
1,entries,NNS
1,wideness,NN
1,porches,NNS
1,comings,NNS
1,limit,NN
1,exactions,NNS
1,voluntarily,RB
1,temper,VB
1,boiling,JJ
1,engedi,NNP
1,marishes,NNS
1,alienate,VBP
1,shinar,NNP
1,ashpenaz,NNP
1,nourishing,VBG
1,liking,NN
1,endanger,JJR
1,pulse,RB
1,fatter,NN
1,melzar,NNP
1,astrologers,NNS
1,rare,JJ
1,image’s,NULL
1,revealer,NN
1,herald,NN
1,amiss,NN
1,flourishing,VBG
1,beast’s,NULL
1,belteshazzar,NNP
1,lengthening,NN
1,interpreting,NN
1,dissolving,NN
1,dissolve,VBZ
1,deposed,VBN
1,kingly,NN
1,appointeth,VBZ
1,median,NNP
1,accounts,NNS
1,lamentable,JJ
1,eagle’s,NULL
1,ribs,NN
1,dominions,NNS
1,cogitations,NNS
1,pushing,VBG
1,choler,NN
1,policy,NN
1,presenting,VBG
1,troublous,JJ
1,overspreading,NN
1,quaking,NN
1,comeliness,NN
1,grecia,NNP
1,noted,VBN
1,richer,JJR
1,corrupting,VBG
1,raiser,NN
1,taxes,NNS
1,intelligence,NN
1,libyans,NNPS
1,hosea,NNP
1,gomer,NNP
1,adulteries,NNS
1,flagons,NNS
1,poplars,NNS
1,slideth,NNP
1,revolters,NNS
1,profound,JJ
1,rebuker,NN
1,committest,NN
1,heated,VBN
1,howled,VBD
1,memphis,NNP
1,fowler,NN
1,miscarrying,NN
1,wanderers,NNS
1,hemlock,NN
1,foam,NN
1,shalman,NNP
1,betharbel,NNP
1,repentings,NNS
1,unwise,JJ
1,caterpiller,NN
1,drinkers,NNS
1,barked,VBD
1,vats,NNS
1,wondrously,RB
1,boy,NN
1,girl,NN
1,swiftly,RB
1,plowshares,NNS
1,pruninghooks,NNS
1,fats,NNS
1,pant,NN
1,tumults,NNS
1,createth,VBZ
1,moloch,NNP
1,chiun,NNP
1,chant,NN
1,invent,NN
1,hemath,NNP
1,growth,NN
1,gatherer,NN
1,howlings,NNS
1,falsifying,VBG
1,darken,VB
1,sifted,VBN
1,treader,NN
1,confederacy,NN
1,foreigners,NNS
1,saviours,NNS
1,shipmaster,NN
1,fish’s,NULL
1,weeds,NNS
1,bottoms,NNS
1,vomited,VBD
1,repentest,JJS
1,gourd,NN
1,plantings,NNS
1,hires,NNS
1,aphrah,NNP
1,zaanan,NNP
1,maroth,NNP
1,achzib,NNP
1,adullam,NNP
1,averse,VBP
1,chop,VB
1,entrances,NNS
1,scant,JJ
1,grapegleanings,NNS
1,solitarily,RB
1,pardoneth,JJ
1,overrunning,VBG
1,folden,VBN
1,imagineth,JJ
1,emptiers,NNS
1,justle,VB
1,recount,VB
1,huzzab,NNP
1,tabering,VBG
1,feedingplace,NN
1,strangled,VBN
1,rattling,NN
1,pransing,NN
1,jumping,NN
1,horseman,NN
1,wellfavoured,JJ
1,populous,JJ
1,lubim,NNP
1,hedges,NNS
1,scoff,VB
1,deride,VB
1,taunting,VBG
1,ladeth,VBZ
1,booties,NNS
1,spewing,VBG
1,cushan,NNP
1,oaths,NNS
1,woundedst,IN
1,discovering,VBG
1,quivered,VBN
1,invade,VB
1,singer,NN
1,blocks,NNS
1,chemarims,NNP
1,crashing,NN
1,wasteness,NN
1,speedy,JJ
1,cottages,NNS
1,revilings,NNS
1,breeding,NN
1,famish,VB
1,lintels,NNS
1,gnaw,VBP
1,determination,NN
1,pressfat,NN
1,mildew,NN
1,comfortable,JJ
1,brand,NN
1,waked,VBD
1,wakened,VBN
1,headstone,NN
1,resemblance,NN
1,sherezer,NNP
1,separating,VBG
1,girls,NNS
1,languages,NNS
1,deeps,NNS
1,prised,VBN
1,brotherhood,NN
1,claws,NN
1,torch,NN
1,hadadrimmon,NNP
1,refine,VB
1,malachi,NNP
1,contemptible,JJ
1,refiner’s,NULL
1,refiner,NN
1,purifier,NN
1,devourer,NN
1,delightsome,JJ
1,mournfully,RB
1,zara,NNP
1,esrom,NNP
1,aram,NNP
1,aminadab,NNP
1,naasson,NNP
1,roboam,NNP
1,josaphat,NNP
1,ozias,NNP
1,joatham,NNP
1,achaz,NNP
1,ezekias,NNP
1,josias,NNP
1,zorobabel,NNP
1,abiud,NNP
1,azor,NNP
1,sadoc,NNP
1,achim,NNP
1,eliud,NNP
1,matthan,NNP
1,publick,JJ
1,rama,NNP
1,archelaus,NNP
1,leathern,JJ
1,unquenchable,JJ
1,jot,NN
1,forswear,JJ
1,sue,VB
1,disfigure,VBP
1,pearls,NNS
1,sheep’s,NULL
1,inwardly,RB
1,minstrels,NNS
1,scrip,NN
1,harmless,NN
1,variance,NN
1,loseth,VBZ
1,whale’s,NULL
1,deepness,NN
1,dureth,VBZ
1,blade,NN
1,householder,NN
1,pearl,NN
1,carpenter’s,NULL
1,baptist’s,NULL
1,maimed,VBN
1,payment,NN
1,heaven’s,NULL
1,regeneration,NN
1,penny,NN
1,miserably,RB
1,entangle,VB
1,twofold,VB
1,anise,NN
1,omitted,VBN
1,weightier,JJR
1,strain,VBP
1,extortion,NN
1,outwardly,RB
1,hypocrisy,NN
1,garnish,VB
1,chickens,NNS
1,slumbered,VBD
1,reckoneth,VBZ
1,legions,NNS
1,sealing,VBG
1,dawn,VB
1,governor’s,NULL
1,secure,NN
1,blaze,VB
1,capernaum,NNP
1,palsy,NN
1,alphaeus,NNP
1,seweth,VBZ
1,herodians,NNPS
1,parables,NNS
1,tame,NN
1,decapolis,NNP
1,jairus,NNP
1,thronging,VBG
1,troublest,JJS
1,wailed,VBD
1,talitha,NNP
1,estates,NNS
1,leisure,NN
1,afoot,RB
1,outwent,VB
1,toiling,VBG
1,purging,VBG
1,syrophenician,JJ
1,impediment,NN
1,string,NN
1,fuller,NN
1,pineth,VBZ
1,hundredfold,NN
1,eventide,NN
1,cursedst,NN
1,namely,RB
1,salutations,NNS
1,famines,NNS
1,christs,NNS
1,aforehand,NN
1,conveniently,RB
1,warming,VBG
1,consultation,NN
1,craved,VBD
1,joses,NNP
1,upbraided,VBD
1,gabriel,NNP
1,virgin’s,NULL
1,cousin,NN
1,elisabeth’s,NULL
1,cousins,NNS
1,augustus,NNP
1,taxing,NN
1,cyrenius,NNP
1,lineage,NN
1,pondered,VBD
1,tiberius,NNP
1,ituraea,NNP
1,lysanias,NNP
1,mused,VBN
1,shape,NN
1,recovering,VBG
1,eliseus,NNP
1,fishermen,NNS
1,launch,NNP
1,toiled,VBN
1,partners,NNS
1,doctors,NNS
1,tiling,NN
1,rubbing,VBG
1,unthankful,JJ
1,centurion’s,NULL
1,gorgeously,RB
1,gluttonous,JJ
1,frankly,RB
1,joanna,NNP
1,chuza,NNP
1,gadarenes,NNP
1,somebody,NN
1,foameth,VBZ
1,readest,NN
1,spendest,JJS
1,cumbered,VBN
1,indebted,VBN
1,importunity,NN
1,nineve,NNP
1,rue,NN
1,reproachest,VBP
1,urge,VB
1,closets,NNS
1,forewarn,VB
1,divider,NN
1,consisteth,VBZ
1,storehouse,VBN
1,bags,NNS
1,hale,VBZ
1,siloam,NNP
1,dresser,NN
1,cumbereth,VBP
1,resemble,VB
1,knock,VB
1,cures,NNS
1,brood,NN
1,lanes,NNS
1,consulteth,VBZ
1,conditions,NNS
1,husks,NNS
1,resolved,VBN
1,mammon,NN
1,fared,VBD
1,sumptuously,RB
1,receivedst,NN
1,gulf,NN
1,sycamine,NN
1,trow,VBP
1,lackest,NN
1,needle’s,NULL
1,spitefully,RB
1,spitted,VBD
1,guest,VBN
1,zacchaeus,NNP
1,forsomuch,RB
1,citizens,NNS
1,layedst,VBZ
1,reapest,JJS
1,acceptest,JJS
1,penury,NN
1,sights,NNS
1,gainsay,VB
1,overcharged,VBN
1,absence,NN
1,stone’s,NULL
1,agony,NN
1,betrayest,JJS
1,confidently,RB
1,blindfolded,VBN
1,blasphemously,RB
1,gorgeous,JJ
1,requiring,VBG
1,malefactors,NNS
1,perplexed,VBN
1,vanished,VBN
1,broiled,JJ
1,baptizest,JJS
1,shoe’s,NULL
1,bethabara,NNP
1,baptizeth,VBZ
1,containing,VBG
1,firkins,NNS
1,changers,NNS
1,aenon,NNP
1,bridegroom’s,NULL
1,messias,NNP
1,troubling,NN
1,stepped,VBD
1,steppeth,VBP
1,conveyed,VBN
1,accuseth,VBZ
1,boats,NNS
1,tiberias,NNP
1,evermore,NN
1,iscariot,NNP
1,jew’s,NULL
1,convicted,VBN
1,convinceth,VBP
1,spat,VBZ
1,climbeth,VBZ
1,stumbleth,VBZ
1,furlongs,NNS
1,groaned,VBD
1,bethsaida,NNP
1,rejecteth,VBZ
1,towel,NN
1,sufficeth,VBD
1,purgeth,VBZ
1,needest,JJS
1,lanterns,NNS
1,outrun,RB
1,remitted,VBN
1,fisher’s,NULL
1,dragging,VBG
1,girdest,JJS
1,walkedst,VBZ
1,treatise,NN
1,passion,NN
1,infallible,JJ
1,gazing,VBG
1,bishoprick,NN
1,companied,VBN
1,pentecost,NNP
1,cretes,NNS
1,determinate,JJ
1,foresaw,VBD
1,untoward,JJ
1,fastening,VBG
1,ankle,JJ
1,amazement,NN
1,refreshing,VBG
1,threaten,VB
1,prices,NNS
1,sapphira,NNP
1,believers,NNS
1,senate,NN
1,doctor,NN
1,grecians,NNPS
1,neglected,VBN
1,nicolas,NNP
1,proselyte,NN
1,suborned,VBD
1,emmor,NNP
1,diddest,IN
1,sina,NNP
1,betrayers,NNS
1,disposition,NN
1,havock,NN
1,haling,VBG
1,candace,NNP
1,humiliation,NN
1,breathing,VBG
1,threatenings,NNS
1,await,NN
1,saron,NNP
1,almsdeeds,NNS
1,dorcas,NN
1,italian,JJ
1,lodgeth,VBD
1,sheet,NN
1,enquiry,NN
1,tanner,NN
1,respecter,NN
1,trance,NN
1,travelled,VBD
1,cyprus,NNP
1,christians,NNPS
1,relief,NN
1,quaternions,NNS
1,easter,NNP
1,knocked,VBD
1,constantly,RB
1,blastus,NNP
1,oration,NN
1,lucius,NNP
1,sergius,NNP
1,elymas,NNP
1,sorcerer,NN
1,perga,NNP
1,religious,JJ
1,proselytes,NNS
1,contradicting,VBG
1,cripple,NN
1,garlands,VBZ
1,filling,VBG
1,disputation,NN
1,phenice,NNP
1,conversion,NN
1,barsabas,NNP
1,greeting,VBG
1,hazarded,VBN
1,derbe,NNP
1,mysia,NNP
1,gains,NNS
1,marketplace,NN
1,jailor,NN
1,awaking,VBG
1,serjeants,NNS
1,amphipolis,NNP
1,consorted,VBD
1,baser,NN
1,assaulted,VBD
1,security,NN
1,philosophers,NNS
1,encountered,VBD
1,setter,JJ
1,athenians,NNPS
1,poets,NNS
1,winked,VBD
1,dionysius,NNP
1,lately,RB
1,occupation,NN
1,opposed,VBD
1,galatia,NNP
1,school,NN
1,handkerchiefs,NN
1,arts,NNS
1,shrines,NNS
1,magnificence,NN
1,townclerk,NN
1,appeased,VBN
1,blasphemers,NNS
1,implead,VB
1,sopater,NNP
1,philippi,NNP
1,embracing,VBG
1,minding,VBG
1,miletus,NNP
1,shunned,VBN
1,sparing,VBG
1,sorrowing,VBG
1,unlade,VB
1,mnason,NNP
1,particularly,RB
1,accomplishment,NN
1,tarriest,JJS
1,imprisoned,VBD
1,martyr,NN
1,revilest,NNP
1,banded,VBD
1,centurions,NNS
1,spearmen,NNS
1,orator,NN
1,tertullus,NNP
1,tedious,JJ
1,clemency,NN
1,pestilent,JJ
1,mover,NN
1,ringleader,NN
1,examining,VBG
1,cheerfully,RB
1,porcius,NNP
1,complaints,NNS
1,bernice,NNP
1,licence,VBN
1,crime,NN
1,examination,NN
1,crimes,NNS
1,straitest,JJ
1,instantly,RB
1,hope’s,NULL
1,incredible,JJ
1,commission,NN
1,witnessing,VBG
1,persuadest,NN
1,macedonian,NNP
1,julius,NNP
1,courteously,RB
1,alexandria,NNP
1,slowly,RB
1,voyage,NN
1,commodious,JJ
1,undergirding,VBG
1,strake,NN
1,tackling,NN
1,abstinence,NN
1,deemed,VBD
1,creek,NN
1,rudder,NN
1,hoised,VBD
1,mainsail,NN
1,barbarous,JJ
1,barbarians,NNS
1,venomous,JJ
1,publius,NNP
1,wintered,VBN
1,castor,NNP
1,landing,VBG
1,appii,NNP
1,mutual,JJ
1,rome,NNP
1,uncorruptible,JJ
1,inventors,NNS
1,condemnest,JJS
1,despisest,VB
1,impenitent,JJ
1,treasurest,JJS
1,accusing,VBG
1,excusing,VBG
1,restest,JJS
1,approvest,JJS
1,instructor,NN
1,preachest,VBZ
1,dishonourest,JJS
1,slanderously,RB
1,justifier,NN
1,conclude,VBP
1,deadness,NN
1,staggered,VBD
1,adam’s,NULL
1,justification,NN
1,motions,NNS
1,oldness,NN
1,wretched,VBD
1,joint-heirs,NNS
1,subjected,VBN
1,groaneth,NN
1,predestinate,VB
1,conquerors,NNS
1,rebecca,NNP
1,repliest,JJS
1,sabaoth,NN
1,stumblingstone,NN
1,yes,UH
1,diminishing,NN
1,emulation,VB
1,partakest,JJS
1,severity,NN
1,graff,VB
1,reasonable,JJ
1,differing,VBG
1,affectioned,VBD
1,distributing,VBG
1,condescend,VBP
1,attending,VBG
1,owe,NNP
1,briefly,NN
1,rioting,NN
1,chambering,VBG
1,doubteth,VBZ
1,likeminded,VBN
1,laud,VB
1,strived,VBN
1,thitherward,NN
1,contribution,NN
1,phebe,VBP
1,assist,VB
1,succourer,NN
1,andronicus,NNP
1,amplias,NNP
1,stachys,NNP
1,apelles,NNP
1,herodion,NNP
1,tryphena,NNP
1,rufus,NNP
1,quartus,NNP
1,sosthenes,NNP
1,crispus,NNP
1,disputer,NN
1,demonstration,NN
1,transferred,VBN
1,differ,VB
1,spectacle,NN
1,instructers,NNS
1,fornicators,NNS
1,abusers,NNS
1,abusing,VBG
1,behaveth,VBZ
1,happier,JJR
1,idol’s,NULL
1,emboldened,VBN
1,ploweth,VBZ
1,thresheth,VBZ
1,gospel’s,NULL
1,temperate,NN
1,beateth,VBZ
1,heresies,NNS
1,sickly,JJ
1,differences,NNS
1,severally,RB
1,schism,NN
1,secondarily,RB
1,thirdly,RB
1,envieth,VBZ
1,vaunteth,VBZ
1,hopeth,VBP
1,childish,JJ
1,distinction,NN
1,barbarian,JJ
1,occupieth,VBZ
1,amen,NNP
1,decently,RB
1,advantageth,VBZ
1,terrestrial,JJ
1,quickening,JJ
1,twinkling,NN
1,sting,VBG
1,gatherings,NNS
1,liberality,NN
1,addicted,VBN
1,stephanas,NNP
1,fortunatus,NNP
1,anathema,NNP
1,despaired,VBD
1,silvanus,NNP
1,overcharge,VB
1,inflicted,VBN
1,overmuch,JJ
1,epistles,NNS
1,manifestly,RB
1,fleshy,JJ
1,engraven,VBN
1,plainness,NN
1,untaken,VB
1,renounced,VBN
1,commending,VBG
1,redound,NN
1,mortality,NN
1,approving,VBG
1,possessing,VBG
1,unequally,RB
1,yoked,VBN
1,concord,NN
1,carefulness,NN
1,joyed,JJ
1,intreaty,NN
1,travel,VB
1,providing,VBG
1,fellowhelper,NN
1,sparingly,RB
1,purposeth,VBZ
1,administration,NN
1,supplieth,VBZ
1,thanksgivings,NNS
1,experiment,NN
1,weighty,NN
1,rude,VBN
1,abasing,VBG
1,transforming,VBG
1,whereinsoever,IN
1,watchings,NNS
1,aretas,NNP
1,damascenes,NNPS
1,revelations,NNS
1,excuse,NN
1,lasciviousness,NN
1,foretell,NN
1,heretofore,NN
1,you-ward,NN
1,galatians,NNPS
1,equals,NNS
1,conference,NN
1,compellest,JJS
1,neverthless,NN
1,foreseeing,VBG
1,schoolmaster,NN
1,tutors,NNS
1,beggarly,JJ
1,injured,VBN
1,exclude,VB
1,freewoman,NN
1,gendereth,VBZ
1,agar,NNP
1,travailest,JJS
1,persuasion,NN
1,affections,NNS
1,constrain,VBP
1,us-ward,JJ
1,aliens,NNS
1,commonwealth,NN
1,covenants,NNS
1,fellowcitizens,VBZ
1,comprehend,VB
1,vocation,NN
1,endeavouring,NN
1,sleight,NN
1,compacted,VBN
1,joint,NN
1,sweetsmelling,JJ
1,submitting,VBG
1,nourisheth,NNS
1,particular,JJ
1,nurture,NN
1,wiles,NNS
1,wrestle,VBP
1,perseverance,NN
1,utterance,NN
1,bishops,NNS
1,waxing,VBG
1,naturally,RB
1,persecuting,VBG
1,conformable,JJ
1,forgetting,VBG
1,prize,NN
1,clement,NNP
